x,y,z,chr,coord
10.425,-6.295,-1.173,chr a,3000000
9.802,-7.099,-0.724,chr a,3100000
9.003,-7.147,-0.043,chr a,3200000
8.064,-6.863,-0.698,chr a,3300000
7.459,-6.366,-0.306,chr a,3400000
7.386,-5.587,0.612,chr a,3500000
7.471,-5.074,-0.343,chr a,3600000
7.859,-4.938,-1.276,chr a,3700000
8.294,-5.14,-1.609,chr a,3800000
9.029,-5.953,-2.339,chr a,3900000
8.608,-6.826,-1.705,chr a,4000000
8.163,-7.324,-0.886,chr a,4100000
9.086,-7.747,0.219,chr a,4200000
9.94,-8.32,0.815,chr a,4300000
10.545,-9.088,1.612,chr a,4400000
10.072,-9.782,2.688,chr a,4500000
9.936,-10.407,2.44,chr a,4600000
10.213,-11.134,1.718,chr a,4700000
10.41,-11.165,0.516,chr a,4800000
10.487,-11.014,1.551,chr a,4900000
10.239,-10.46,0.435,chr a,5000000
11.085,-12.109,-0.929,chr a,5100000
11.672,-12.653,-1.649,chr a,5200000
11.763,-12.984,-2.65,chr a,5300000
12.371,-13.519,-2.085,chr a,5400000
11.855,-14.406,-1.686,chr a,5500000
10.913,-14.155,-1.69,chr a,5600000
10.58,-13.071,-1.775,chr a,5700000
9.909,-12.831,-0.85,chr a,5800000
8.893,-11.654,2.416,chr a,5900000
8.973,-11.047,3.481,chr a,6000000
8.524,-10.386,3.494,chr a,6100000
7.088,-8.225,4.836,chr a,6200000
6.575,-8.299,5.07,chr a,6300000
5.724,-8.085,4.13,chr a,6400000
5.162,-8.318,3.686,chr a,6500000
5.089,-9.219,4.319,chr a,6600000
5.498,-10.28,4.441,chr a,6700000
6.026,-10.383,3.369,chr a,6800000
5.304,-8.59,4.762,chr a,6900000
5.144,-7.703,5.892,chr a,7000000
5.122,-7.812,6.069,chr a,7100000
5.768,-6.861,5.769,chr a,7200000
5.408,-6.486,4.839,chr a,7300000
5.845,-5.661,4.251,chr a,7400000
5.435,-5.606,3.3,chr a,7500000
5.051,-6.575,3.474,chr a,7600000
4.085,-7.422,3.806,chr a,7700000
3.718,-7.485,3.763,chr a,7800000
3.634,-7.479,4.677,chr a,7900000
2.767,-7.814,5.061,chr a,8000000
2.225,-6.619,4.891,chr a,8100000
2.209,-6.53,4.526,chr a,8200000
3.064,-5.832,3.708,chr a,8300000
3.977,-5.655,4.403,chr a,8400000
3.921,-6.323,5.308,chr a,8500000
3.778,-6.63,6.414,chr a,8600000
3.835,-6.517,5.873,chr a,8700000
4.498,-5.381,6.019,chr a,8800000
5.126,-5.201,5.874,chr a,8900000
4.492,-4.628,5.217,chr a,9000000
3.469,-4.788,5.026,chr a,9100000
2.376,-5.216,5.284,chr a,9200000
1.983,-5.319,6.316,chr a,9300000
2.974,-5.96,6.918,chr a,9400000
4.321,-7.496,7.448,chr a,9500000
3.585,-7.14,7.587,chr a,9600000
4.211,-8.223,7.997,chr a,9700000
4.489,-8.238,8.784,chr a,9800000
3.903,-8.272,9.713,chr a,9900000
4.462,-9.46,9.265,chr a,10000000
3.882,-9.684,8.172,chr a,10100000
4.259,-9.466,6.973,chr a,10200000
4.573,-9.768,5.827,chr a,10300000
4.666,-9.952,5.804,chr a,10400000
3.61,-10.251,5.74,chr a,10500000
3.768,-11.057,5.116,chr a,10600000
4.642,-11.638,5.926,chr a,10700000
5.261,-11.779,6.941,chr a,10800000
5.748,-12.07,6.734,chr a,10900000
5.391,-11.899,5.652,chr a,11000000
5.348,-12.396,5.764,chr a,11100000
4.881,-11.484,6.361,chr a,11200000
4.124,-11.377,7.177,chr a,11300000
3.893,-12.453,7.533,chr a,11400000
3.361,-12.393,6.367,chr a,11500000
3.123,-12.373,5.958,chr a,11600000
1.425,-9.779,4.159,chr a,11700000
1.035,-10.199,3.2,chr a,11800000
1.072,-10.984,3.873,chr a,11900000
1.966,-10.852,4.546,chr a,12000000
