x,y,z,chr,coord
9.694,-6.739,-1.658,chr a,3000000
9.214,-7.68,-0.906,chr a,3100000
8.803,-7.682,-0.366,chr a,3200000
7.895,-7.276,-0.85,chr a,3300000
7.021,-6.927,-0.363,chr a,3400000
7.267,-6.1,0.539,chr a,3500000
7.093,-5.637,-0.399,chr a,3600000
7.139,-5.407,-0.991,chr a,3700000
7.994,-5.91,-1.599,chr a,3800000
8.879,-6.451,-2.502,chr a,3900000
8.131,-7.433,-2.003,chr a,4000000
7.36,-7.563,-1.353,chr a,4100000
8.005,-8.191,-0.296,chr a,4200000
8.2,-9.054,0.233,chr a,4300000
8.566,-9.568,0.977,chr a,4400000
8.813,-10.221,2.024,chr a,4500000
9.251,-10.478,2.231,chr a,4600000
10.339,-10.836,2.146,chr a,4700000
10.689,-10.8,0.951,chr a,4800000
10.685,-10.51,2.067,chr a,4900000
10.283,-10.105,0.866,chr a,5000000
9.454,-10.229,-0.347,chr a,5100000
8.514,-9.635,-1.263,chr a,5200000
7.948,-9.45,-1.632,chr a,5300000
7.537,-9.556,-2.137,chr a,5400000
7.48,-10.619,-2.719,chr a,5500000
7.975,-11.191,-2.247,chr a,5600000
8.714,-10.636,-1.43,chr a,5700000
9.124,-10.779,-0.323,chr a,5800000
8.605,-11.546,2.75,chr a,5900000
8.892,-10.868,3.804,chr a,6000000
8.461,-10.211,3.758,chr a,6100000
7.352,-8.024,5.007,chr a,6200000
6.832,-7.977,5.365,chr a,6300000
6.089,-7.711,4.375,chr a,6400000
5.475,-7.984,4.15,chr a,6500000
5.269,-8.987,4.729,chr a,6600000
5.577,-10.2,4.734,chr a,6700000
6.056,-10.396,3.538,chr a,6800000
5.441,-8.569,5.071,chr a,6900000
5.279,-7.651,6.173,chr a,7000000
5.246,-7.729,6.404,chr a,7100000
5.85,-6.83,6.624,chr a,7200000
5.847,-6.3,5.687,chr a,7300000
6.326,-5.307,5.753,chr a,7400000
6.182,-5.02,4.828,chr a,7500000
6.218,-5.946,4.349,chr a,7600000
5.137,-6.733,4.596,chr a,7700000
4.251,-7.319,4.307,chr a,7800000
3.763,-7.481,4.808,chr a,7900000
2.92,-7.842,5.223,chr a,8000000
2.446,-6.672,4.905,chr a,8100000
2.524,-6.474,4.743,chr a,8200000
3.505,-5.773,4.082,chr a,8300000
4.372,-5.6,4.78,chr a,8400000
4.121,-6.249,5.744,chr a,8500000
3.853,-6.698,6.654,chr a,8600000
3.889,-6.506,6.051,chr a,8700000
4.427,-5.295,6.229,chr a,8800000
4.933,-5.05,6.386,chr a,8900000
4.488,-4.447,5.607,chr a,9000000
3.561,-4.749,5.142,chr a,9100000
2.478,-5.251,5.337,chr a,9200000
1.983,-5.435,6.331,chr a,9300000
2.952,-6.077,7.006,chr a,9400000
4.298,-7.539,7.671,chr a,9500000
3.562,-7.233,7.733,chr a,9600000
4.306,-8.21,8.145,chr a,9700000
4.517,-8.217,8.921,chr a,9800000
3.908,-8.228,9.821,chr a,9900000
4.519,-9.394,9.404,chr a,10000000
3.903,-9.75,8.378,chr a,10100000
4.371,-9.54,7.299,chr a,10200000
