x,y,z,chr,coord
9.953,-7.767,-1.779,chr a,3000000
9.318,-8.257,-0.797,chr a,3100000
8.841,-7.786,-0.138,chr a,3200000
8.232,-6.929,-0.538,chr a,3300000
7.317,-6.612,-0.124,chr a,3400000
7.346,-5.84,0.88,chr a,3500000
7.222,-5.293,-0.062,chr a,3600000
7.305,-4.929,-0.646,chr a,3700000
7.913,-5.325,-1.454,chr a,3800000
8.717,-6.218,-2.305,chr a,3900000
8.129,-7.036,-1.655,chr a,4000000
7.371,-7.493,-0.984,chr a,4100000
8.009,-8.396,-0.275,chr a,4200000
8.257,-9.23,0.298,chr a,4300000
8.5,-9.665,1.137,chr a,4400000
8.99,-10.161,2.222,chr a,4500000
9.42,-10.555,2.38,chr a,4600000
10.267,-11.059,2.314,chr a,4700000
10.694,-11.056,1.178,chr a,4800000
10.981,-11.101,2.353,chr a,4900000
11.058,-10.808,1.128,chr a,5000000
11.396,-11.933,0.05,chr a,5100000
11.832,-12.573,-0.76,chr a,5200000
12.086,-13.213,-1.16,chr a,5300000
11.974,-13.698,-1.341,chr a,5400000
10.909,-13.973,-1.667,chr a,5500000
10.309,-13.424,-1.606,chr a,5600000
10.706,-12.651,-0.872,chr a,5700000
10.019,-12.484,0.126,chr a,5800000
8.639,-11.779,2.777,chr a,5900000
8.825,-11.046,3.844,chr a,6000000
8.382,-10.377,3.818,chr a,6100000
7.279,-8.101,5.144,chr a,6200000
6.752,-8.069,5.401,chr a,6300000
6.072,-7.778,4.374,chr a,6400000
5.342,-8.089,4.092,chr a,6500000
5.03,-9.104,4.539,chr a,6600000
5.39,-10.325,4.584,chr a,6700000
5.97,-10.409,3.492,chr a,6800000
5.291,-8.732,4.973,chr a,6900000
5.094,-7.848,6.122,chr a,7000000
5.089,-7.951,6.305,chr a,7100000
5.779,-7.06,6.639,chr a,7200000
5.649,-6.464,5.801,chr a,7300000
6.256,-5.625,6.213,chr a,7400000
6.513,-5.663,5.273,chr a,7500000
6.248,-6.095,4.551,chr a,7600000
