x,y,z,chr,coord
9.925,-6.58,-1.571,chr a,3000000
9.318,-7.277,-0.979,chr a,3100000
8.566,-7.13,-0.231,chr a,3200000
7.593,-6.825,-0.851,chr a,3300000
7.034,-5.991,-0.617,chr a,3400000
7.361,-5.355,0.407,chr a,3500000
7.592,-4.858,-0.595,chr a,3600000
7.947,-4.777,-1.531,chr a,3700000
8.425,-5.251,-1.827,chr a,3800000
8.933,-6.093,-2.547,chr a,3900000
8.118,-6.892,-1.924,chr a,4000000
7.72,-6.973,-0.993,chr a,4100000
8.934,-7.557,0.185,chr a,4200000
9.702,-8.203,0.72,chr a,4300000
10.243,-9.068,1.44,chr a,4400000
10.088,-9.705,2.538,chr a,4500000
10.107,-10.522,2.295,chr a,4600000
10.282,-11.16,1.651,chr a,4700000
10.423,-11.073,0.401,chr a,4800000
10.584,-10.987,1.531,chr a,4900000
10.282,-10.466,0.377,chr a,5000000
11.185,-12.05,-0.858,chr a,5100000
11.758,-12.556,-1.601,chr a,5200000
11.822,-12.977,-2.58,chr a,5300000
12.502,-13.41,-2.008,chr a,5400000
11.973,-14.375,-1.681,chr a,5500000
11.076,-14.122,-1.62,chr a,5600000
10.69,-13.067,-1.698,chr a,5700000
9.926,-12.764,-0.798,chr a,5800000
8.957,-11.64,2.362,chr a,5900000
9.021,-10.928,3.383,chr a,6000000
8.589,-10.223,3.45,chr a,6100000
7.082,-8.121,4.804,chr a,6200000
6.573,-8.203,5.031,chr a,6300000
5.698,-8.13,4.14,chr a,6400000
5.043,-8.324,3.385,chr a,6500000
5.057,-9.297,3.826,chr a,6600000
5.584,-10.149,4.229,chr a,6700000
6.189,-10.223,3.233,chr a,6800000
5.327,-8.462,4.582,chr a,6900000
5.122,-7.674,5.822,chr a,7000000
5.121,-7.798,6.1,chr a,7100000
5.798,-6.788,5.949,chr a,7200000
5.478,-6.455,4.942,chr a,7300000
5.979,-5.69,4.4,chr a,7400000
5.624,-5.652,3.456,chr a,7500000
5.145,-6.583,3.607,chr a,7600000
4.161,-7.356,3.968,chr a,7700000
3.782,-7.426,3.822,chr a,7800000
3.593,-7.477,4.658,chr a,7900000
2.817,-7.78,5.165,chr a,8000000
2.244,-6.633,4.894,chr a,8100000
2.246,-6.534,4.434,chr a,8200000
3.14,-5.782,3.728,chr a,8300000
4.027,-5.593,4.428,chr a,8400000
3.961,-6.248,5.343,chr a,8500000
3.829,-6.6,6.365,chr a,8600000
3.831,-6.496,5.827,chr a,8700000
4.482,-5.356,5.985,chr a,8800000
5.066,-5.092,5.834,chr a,8900000
4.441,-4.472,5.153,chr a,9000000
3.404,-4.761,5.035,chr a,9100000
2.368,-5.256,5.352,chr a,9200000
2.012,-5.459,6.401,chr a,9300000
3.042,-6.036,6.986,chr a,9400000
4.386,-7.465,7.414,chr a,9500000
3.703,-7.193,7.568,chr a,9600000
4.326,-8.24,7.983,chr a,9700000
4.568,-8.198,8.752,chr a,9800000
3.898,-8.208,9.656,chr a,9900000
4.491,-9.354,9.296,chr a,10000000
3.908,-9.673,8.187,chr a,10100000
4.375,-9.469,6.959,chr a,10200000
4.694,-9.627,5.741,chr a,10300000
4.829,-9.784,5.619,chr a,10400000
3.775,-10.12,5.748,chr a,10500000
3.711,-10.714,5.663,chr a,10600000
4.703,-11.437,6.114,chr a,10700000
5.464,-11.786,7.02,chr a,10800000
5.878,-12.09,6.778,chr a,10900000
5.598,-12.001,5.719,chr a,11000000
5.516,-12.433,5.806,chr a,11100000
5.016,-11.444,6.291,chr a,11200000
4.251,-11.338,7.285,chr a,11300000
4.163,-12.386,7.763,chr a,11400000
3.529,-12.023,6.886,chr a,11500000
3.079,-12.143,5.952,chr a,11600000
1.755,-9.859,4.182,chr a,11700000
1.228,-10.067,3.312,chr a,11800000
1.204,-10.841,3.76,chr a,11900000
2.184,-11.056,4.53,chr a,12000000
2.208,-10.01,5.103,chr a,12100000
2.38,-10.989,4.262,chr a,12200000
2.563,-11.792,3.368,chr a,12300000
2.693,-12.429,4.168,chr a,12400000
2.177,-13.239,4.669,chr a,12500000
2.331,-13.372,4.762,chr a,12600000
3.612,-13.698,5.002,chr a,12700000
4.454,-12.956,4.733,chr a,12800000
4.635,-13.083,6.078,chr a,12900000
4.85,-13.278,7.297,chr a,13000000
4.006,-12.331,7.3,chr a,13100000
4.172,-13.183,6.141,chr a,13200000
4.611,-14.259,5.317,chr a,13300000
5.697,-14.157,4.596,chr a,13400000
6.315,-13.732,3.925,chr a,13500000
5.441,-13.813,3.375,chr a,13600000
4.495,-13.588,2.614,chr a,13700000
4.237,-14.564,2.248,chr a,13800000
3.969,-14.779,3.605,chr a,13900000
3.444,-13.87,3.293,chr a,14000000
3.748,-13.832,2.562,chr a,14100000
4.984,-14.765,3.321,chr a,14200000
5.779,-15.492,3.677,chr a,14300000
5.121,-15.599,4.507,chr a,14400000
5.736,-16.131,3.817,chr a,14500000
4.852,-16.488,3.99,chr a,14600000
4.597,-15.936,2.903,chr a,14700000
5.505,-15.5,2.118,chr a,14800000
6.329,-15.215,0.15,chr a,14900000
6.642,-14.785,-1.404,chr a,15000000
5.793,-14.663,-2.396,chr a,15100000
6.412,-14.781,-2.855,chr a,15200000
7.118,-14.312,-3.518,chr a,15300000
7.45,-14.082,-2.538,chr a,15400000
7.641,-14.992,-2.987,chr a,15500000
7.787,-15.441,-3.594,chr a,15600000
6.837,-16.474,-1.9,chr a,15700000
8.605,-18.968,-2.343,chr a,15800000
8.322,-19.058,-3.635,chr a,15900000
8.017,-18.661,-3.568,chr a,16000000
8.656,-18.55,-3.654,chr a,16100000
8.817,-17.527,-3.875,chr a,16200000
8.36,-16.876,-4.675,chr a,16300000
7.645,-16.841,-3.685,chr a,16400000
8.254,-16.777,-3.039,chr a,16500000
7.806,-16.887,-2.411,chr a,16600000
6.861,-17.086,-1.894,chr a,16700000
7.306,-16.076,-1.319,chr a,16800000
7.273,-15.697,-1.34,chr a,16900000
7.361,-16.216,-0.22,chr a,17000000
7.831,-17.428,0.375,chr a,17100000
8.641,-18.038,-0.012,chr a,17200000
8.271,-17.191,-0.002,chr a,17300000
8.119,-17.362,-0.68,chr a,17400000
8.593,-16.951,-1.428,chr a,17500000
7.954,-15.965,-0.477,chr a,17600000
7.994,-14.681,0.065,chr a,17700000
8.435,-13.429,0.399,chr a,17800000
9.106,-12.955,1.234,chr a,17900000
9.571,-12.733,0.916,chr a,18000000
9.777,-11.924,0.13,chr a,18100000
10.193,-11.772,-0.894,chr a,18200000
9.207,-11.846,-2.206,chr a,18300000
8.502,-11.159,-2.755,chr a,18400000
7.431,-11.06,-3.042,chr a,18500000
7.291,-12.108,-3.383,chr a,18600000
8.315,-12.434,-3.259,chr a,18700000
9.097,-12.37,-3.981,chr a,18800000
9.968,-12.305,-3.365,chr a,18900000
10.426,-11.833,-2.576,chr a,19000000
