x,y,z,chr,coord
9.834,-6.851,-1.62,chr a,3000000
9.228,-7.513,-0.903,chr a,3100000
8.595,-7.179,-0.348,chr a,3200000
7.725,-6.848,-1.085,chr a,3300000
6.927,-6.243,-0.72,chr a,3400000
7.243,-5.697,0.379,chr a,3500000
7.496,-5.08,-0.529,chr a,3600000
7.661,-4.771,-1.222,chr a,3700000
8.285,-5.303,-1.863,chr a,3800000
8.946,-6.145,-2.677,chr a,3900000
8.158,-6.947,-2.174,chr a,4000000
7.393,-7.11,-1.495,chr a,4100000
7.862,-7.755,-0.495,chr a,4200000
7.949,-8.793,-0.478,chr a,4300000
8.29,-9.35,0.429,chr a,4400000
9.582,-9.992,2.78,chr a,4500000
9.881,-10.373,2.571,chr a,4600000
10.277,-11.135,2.08,chr a,4700000
10.734,-11.172,0.954,chr a,4800000
11.056,-11.055,2.132,chr a,4900000
11.075,-10.79,0.997,chr a,5000000
11.494,-12.138,-0.268,chr a,5100000
12.094,-12.496,-1.133,chr a,5200000
12.559,-12.83,-1.604,chr a,5300000
12.644,-12.945,-2.223,chr a,5400000
11.652,-13.13,-3.016,chr a,5500000
10.943,-13.291,-2.449,chr a,5600000
11.044,-12.855,-1.415,chr a,5700000
10.201,-12.863,-0.632,chr a,5800000
8.971,-11.729,2.588,chr a,5900000
9.059,-11.186,3.655,chr a,6000000
8.582,-10.346,3.72,chr a,6100000
7.147,-8.147,4.942,chr a,6200000
6.621,-8.14,5.242,chr a,6300000
5.889,-7.835,4.169,chr a,6400000
5.291,-8.164,3.844,chr a,6500000
5.289,-9.083,4.619,chr a,6600000
5.717,-10.217,4.704,chr a,6700000
6.117,-10.376,3.582,chr a,6800000
5.324,-8.786,4.758,chr a,6900000
5.071,-7.741,5.885,chr a,7000000
5.061,-7.819,6.153,chr a,7100000
5.671,-6.778,6.049,chr a,7200000
5.385,-6.4,5.085,chr a,7300000
5.539,-5.651,4.372,chr a,7400000
5.19,-5.549,3.404,chr a,7500000
5.327,-6.422,3.736,chr a,7600000
4.33,-7.315,4.121,chr a,7700000
3.837,-7.425,3.899,chr a,7800000
3.165,-7.629,4.624,chr a,7900000
2.694,-7.9,4.961,chr a,8000000
2.071,-6.634,4.845,chr a,8100000
2.044,-6.547,4.466,chr a,8200000
2.954,-5.897,3.689,chr a,8300000
3.765,-5.681,4.458,chr a,8400000
3.759,-6.343,5.418,chr a,8500000
3.747,-6.658,6.468,chr a,8600000
3.631,-6.608,5.787,chr a,8700000
4.249,-5.404,5.904,chr a,8800000
4.794,-5.104,5.905,chr a,8900000
4.248,-4.504,5.137,chr a,9000000
3.206,-4.811,4.997,chr a,9100000
2.169,-5.262,5.349,chr a,9200000
1.964,-5.435,6.37,chr a,9300000
2.985,-5.998,6.993,chr a,9400000
4.306,-7.471,7.467,chr a,9500000
3.605,-7.163,7.614,chr a,9600000
4.266,-8.222,8.036,chr a,9700000
4.477,-8.229,8.783,chr a,9800000
3.835,-8.239,9.708,chr a,9900000
4.399,-9.394,9.343,chr a,10000000
3.808,-9.658,8.284,chr a,10100000
4.245,-9.416,7.124,chr a,10200000
4.613,-9.716,6.04,chr a,10300000
4.738,-9.853,6.119,chr a,10400000
3.69,-10.222,6.115,chr a,10500000
3.81,-10.975,5.533,chr a,10600000
4.766,-11.634,6.122,chr a,10700000
5.459,-11.895,7.15,chr a,10800000
5.841,-12.143,6.85,chr a,10900000
5.478,-11.797,5.835,chr a,11000000
5.36,-12.38,5.902,chr a,11100000
4.941,-11.494,6.539,chr a,11200000
4.191,-11.403,7.391,chr a,11300000
3.996,-12.452,7.674,chr a,11400000
3.492,-12.414,6.555,chr a,11500000
3.385,-12.55,5.532,chr a,11600000
3.282,-11.985,4.295,chr a,11700000
3.704,-12.082,3.678,chr a,11800000
2.986,-12.013,4.115,chr a,11900000
2.495,-11.098,4.647,chr a,12000000
2.184,-10.124,5.182,chr a,12100000
2.325,-10.934,4.354,chr a,12200000
1.774,-11.167,3.327,chr a,12300000
1.852,-12.034,3.941,chr a,12400000
1.949,-13.095,4.621,chr a,12500000
2.156,-13.433,4.886,chr a,12600000
3.557,-13.742,5.156,chr a,12700000
4.584,-13.128,4.932,chr a,12800000
4.769,-13.28,6.233,chr a,12900000
4.888,-13.392,7.472,chr a,13000000
4.029,-12.473,7.37,chr a,13100000
4.321,-13.406,6.273,chr a,13200000
4.744,-14.405,5.366,chr a,13300000
5.771,-14.386,4.6,chr a,13400000
6.426,-13.98,3.92,chr a,13500000
5.52,-14.003,3.5,chr a,13600000
4.586,-13.68,2.729,chr a,13700000
4.293,-14.683,2.374,chr a,13800000
3.931,-14.745,3.745,chr a,13900000
